# unlabeled youtube video segments from the dcase dataset, reformated like google_audioset_meta
# 10 classes: /m/07pp_mv, /m/09x0r, /m/0bt9lr, /m/01yrx, /m/04brg2, /m/0dxrf, /m/04fgwm, /m/0d31p, /m/02pjr4, /m/0838f
# YTID, start_seconds, end_seconds
OuEH2JiYYL8, 30.000, 40.000
Ox3UAofJsIM, 270.000, 280.000
Oyg7tWu11cc, 70.000, 80.000
P-zQhC7wl1Q, 320.000, 330.000
P1U3HihFS4Q, 260.000, 270.000
P5yy31DZhdU, 10.000, 20.000
P6VKaWeJQeY, 0.000, 10.000
P8saKKI43tA, 20.000, 30.000
PBqrYFp7lv4, 250.000, 260.000
PG9lon_AbhY, 100.000, 110.000
PIYJ0OR2MSQ, 170.000, 180.000
PIkPfTYSLLA, 40.000, 50.000
PL-qv34uGz4, 110.000, 120.000
PLDOqhVq23Q, 550.000, 560.000
POI1fSIpt5k, 20.000, 30.000
PUO1J-FVhzw, 70.000, 80.000
PUba3IG5eQg, 80.000, 90.000
PW0TbGAqQZ4, 440.000, 450.000
PW2JzfQRvEA, 30.000, 40.000
PWpwOlxAbqs, 570.000, 580.000
Pc_5oAXwjgE, 30.000, 40.000
Pg9IdYO3pS8, 140.000, 150.000
Pi1qMFk2-9o, 60.000, 70.000
Pi7GrFl4A4c, 20.000, 30.000
Pm8kYdU_zqU, 200.000, 210.000
PmiRwrIh8h0, 170.000, 180.000
PnR1gw_bg6E, 20.000, 30.000
Pp95sy0H_qA, 200.000, 210.000
PphBDis5WIY, 50.000, 60.000
Ps4lVyTXzZk, 60.000, 70.000
PwVWlSKhN9I, 60.000, 70.000
Q1Y8qjP0XTY, 130.000, 140.000
Q2Q0nL0pO9s, 60.000, 70.000
Q6VeSQ8_Lxs, 80.000, 90.000
QCyG1AHbdNM, 370.000, 380.000
QFF3V6d0pbY, 240.000, 250.000
QI9CKEqYqJY, 0.000, 10.000
QItrZ04O_hs, 10.000, 20.000
QL0z9wUVLYo, 20.000, 30.000
QLVgTujt61U, 300.000, 310.000
QLtv_bBgzmE, 50.000, 60.000
QR2nVWdxa2E, 70.000, 80.000
QSY5ZQ0NJm4, 300.000, 310.000
QSaXDBWVtsc, 190.000, 200.000
QVZKgL4EORQ, 220.000, 230.000
QWQD9PJVnig, 30.000, 40.000
QXjU9vQEz7c, 230.000, 240.000
QZ4f44tXI5s, 30.000, 40.000
Q_byFHduSkQ, 170.000, 180.000
Q_f5VT8EEYE, 170.000, 180.000
QdCWvbktAm8, 20.000, 30.000
Qdql-OZsCP8, 420.000, 430.000
Qegl8JKCWh8, 30.000, 40.000
QjV_4R6XKRA, 220.000, 230.000
QmJwF-zQojY, 0.000, 10.000
Qu3qNrC4CDQ, 290.000, 300.000
QvvA6YxnqPE, 70.000, 80.000
Qyolp0Qf9Nc, 140.000, 150.000
R02tZfmoYA0, 30.000, 40.000
R0X5iengYUI, 70.000, 80.000
R1hfhPfMmv8, 470.000, 480.000
R3HhwpGtKJY, 140.000, 150.000
R4h7uVIBUrM, 70.000, 80.000
R6BQdzqiQsg, 20.000, 30.000
R8uegi7vMP0, 130.000, 140.000
RA2irz-ipCY, 270.000, 280.000
RANTAe7MIP8, 70.000, 80.000
RAPWAiU0hjo, 10.000, 20.000
RD0B6Hbergo, 170.000, 180.000
RJLLKvRoVps, 10.000, 20.000
RJim59rKmvA, 30.000, 40.000
RKQ7Qx4gPyY, 260.000, 270.000
RMWH-6j3imI, 130.000, 140.000
RR542zToeeU, 160.000, 170.000
RRMNfvyNLR0, 50.000, 60.000
R_dmCqUAbQg, 400.000, 410.000
Rd9d4TYIrcs, 20.000, 30.000
RdGgAFpu37I, 60.000, 70.000
RehXzaXjTG8, 0.000, 10.000
RgXA0dPuDTk, 80.000, 90.000
RjqYODuzZOc, 300.000, 310.000
RmAW-Ds8uQ8, 240.000, 250.000
RmGfE56DTQA, 220.000, 230.000
RnrP-bTUOcA, 30.000, 40.000
RqbwM4XipVo, 120.000, 130.000
RrIGEvW6mRo, 120.000, 130.000
RsfC7rI0mGM, 100.000, 110.000
RszwxWvdCpU, 10.000, 20.000
RtLio3t63HQ, 30.000, 40.000
RyRHhHT2GpQ, 200.000, 210.000
S0h6nirtmmk, 60.000, 70.000
S2HTsHrkZwM, 40.000, 50.000
S2IPszUCel8, 30.000, 40.000
S7stoYXS-g4, 20.000, 30.000
SAMIu3PjA1Y, 20.000, 30.000
SBLtku0mdCg, 20.000, 30.000
SFx-kV6z4i4, 210.000, 220.000
SG1OZSP44UY, 20.000, 30.000
SGN5pUqv_uA, 30.000, 40.000
SKgUvA5zWNE, 0.000, 10.000
SL3wB5sDcdw, 350.000, 360.000
SMcZg-EQq54, 180.000, 190.000
STRm_0urVC4, 130.000, 140.000
S_N_rCAoF4c, 100.000, 110.000
SblfvQcq4Oo, 30.000, 40.000
SdVb5VUWvBA, 70.000, 80.000
SjJt5AdFL_4, 250.000, 260.000
SlU9LtReFOE, 310.000, 320.000
SlcVqkIIvB0, 0.000, 10.000
Sm7S2FYm9EY, 10.000, 20.000
SmAfvlaBWNg, 50.000, 60.000
SoF0lzqzd9s, 60.000, 70.000
SpxDI5Wuhoc, 100.000, 110.000
StaOnhADjfQ, 200.000, 210.000
Sthu90Nmewg, 10.000, 20.000
T-EqNj5x96g, 130.000, 140.000
T05MKT3trJI, 90.000, 100.000
T4-qkbbbBW4, 50.000, 60.000
T8LpJIGxLAM, 40.000, 50.000
T8iivMlZj2U, 10.000, 20.000
TBNzInH34Vw, 230.000, 240.000
TF4luzrz4qk, 40.000, 50.000
TM925xZXWwU, 130.000, 140.000
TRXuROug1Ng, 10.000, 20.000
TSgiateIB68, 210.000, 220.000
TUQHSbVNn_Y, 10.000, 20.000
TUwiMuinx7M, 0.000, 10.000
TX1K4p06fv4, 30.000, 40.000
TbZAW2_nZ7g, 140.000, 150.000
TbpleX1gG00, 390.000, 400.000
TfL-474-r6I, 30.000, 40.000
TicJtL90k68, 30.000, 40.000
TiecaYeMBO0, 0.000, 10.000
Tih9ww8Ytmo, 30.000, 40.000
Tpx49QgR5AM, 0.000, 10.000
Tr6NMYItPJk, 340.000, 350.000
TrjidZpiCjE, 40.000, 50.000
TtZGtHTXOcU, 120.000, 130.000
TvshlsN6Ur0, 20.000, 30.000
TxaEIizTNTU, 50.000, 60.000
TyDAY5yC2l4, 40.000, 50.000
U1uLNFxqEuw, 230.000, 240.000
U2ABZE_enFc, 40.000, 50.000
U89xKiZC2oE, 70.000, 80.000
U9ekSz4Xpmc, 220.000, 230.000
UAjacqF4KnA, 460.000, 470.000
UKPEmeKhkeY, 20.000, 30.000
UKtrCavu7Kc, 0.000, 10.000
UPOPSHGPrPs, 430.000, 440.000
UUJ8-TavZ8Q, 30.000, 40.000
UWO_DvSlxoU, 180.000, 190.000
U_-_lXBraBU, 70.000, 80.000
UjQiZqokp1s, 0.000, 10.000
UjViRkv3WHk, 70.000, 80.000
UkA1Y-5-Lh0, 220.000, 230.000
UkZVKcW2jgA, 210.000, 220.000
Ul0q-oDufkQ, 110.000, 120.000
UmF6E6GjBCo, 350.000, 360.000
Um_r3URWtdA, 20.000, 30.000
UmgdC8N6myE, 10.000, 20.000
UnkYrA0yunY, 150.000, 160.000
UqkcTaBWP38, 70.000, 80.000
UvHlGRdhDVI, 70.000, 80.000
UwsqtNuC3Vw, 40.000, 50.000
Uy7Z8PcY_BM, 30.000, 40.000
UydhzpFiLfc, 20.000, 30.000
V0As-RVcqGc, 310.000, 320.000
V0aHNJNfojs, 0.000, 10.000
V2NPXqM2el4, 40.000, 50.000
V2XS0X9qpZE, 30.000, 40.000
VAPcrh1TD5M, 320.000, 330.000
VB6c6T-dD1U, 70.000, 80.000
VGt_W6hwnoo, 30.000, 40.000
VH6tr1OUDcE, 10.000, 20.000
VJzQJ-4PUnI, 90.000, 100.000
VKl1nJ1zehk, 20.000, 30.000
VOihip-yICA, 20.000, 30.000
VPRqmizZYBE, 40.000, 50.000
VPojYP0bDf0, 30.000, 40.000
VRAjg97foN0, 360.000, 370.000
VRaD3pqPhgc, 100.000, 110.000
VVycWGeVCko, 20.000, 30.000
V_MV1LbIz9Y, 70.000, 80.000
V_zNIA5l5Zw, 180.000, 190.000
VaIssZ5qvKI, 10.000, 20.000
Vbwaczi2GS4, 20.000, 30.000
VemxWnCPiHU, 260.000, 270.000
ViJGuBHRMqU, 130.000, 140.000
VnELsiuHG2o, 50.000, 60.000
VvWIbJRyWkQ, 50.000, 60.000
VxWT-xjYBFs, 110.000, 120.000
VxeRX0jd3KU, 30.000, 40.000
Vy8oBu-DM1M, 560.000, 570.000
W0mijeON0Co, 10.000, 20.000
W1Wqg7IvIK4, 10.000, 20.000
W43dQudXJ5Y, 30.000, 40.000
W4XyGesIzsI, 330.000, 340.000
W9ezqu7dCHA, 0.000, 10.000
WCIWcRw1ZHI, 20.000, 30.000
WDDNmxxW7vM, 350.000, 360.000
WEtJ6j6iux8, 0.000, 8.000
WG8U8mYw3G0, 40.000, 50.000
WHxcrePCveQ, 80.000, 90.000
WIkpFwNlBvY, 60.000, 70.000
WJq3r3HZge0, 0.000, 10.000
WLMfon5JxOM, 50.000, 60.000
WNpqRd9ZuVk, 6.000, 16.000
WPKO75f5Lno, 30.000, 40.000
WQxjjWnoqsI, 70.000, 80.000
WUK8VJ7-jDI, 170.000, 180.000
WVQvHVio4Hw, 40.000, 50.000
WWK4RgBhBC4, 40.000, 50.000
WXL0Ldnubss, 70.000, 80.000
WamaTdG0F2I, 90.000, 100.000
We2OYBFMv2w, 180.000, 190.000
WgzNUzHa8Sc, 210.000, 220.000
WhYsf0vXo94, 450.000, 460.000
Wo2q_SR2a8U, 0.000, 10.000
Wotx2e3s8dw, 10.000, 20.000
Wp6cM7vT7Qk, 40.000, 50.000
Ws84VzmwJT4, 0.000, 10.000
Wt2U-G7fsIE, 40.000, 50.000
WtbhxZnKN5E, 20.000, 30.000
WuIZiH__gYQ, 130.000, 140.000
WutzRn5B0eA, 40.000, 50.000
WwXKvEakvMQ, 30.000, 40.000
WztQCPQMzmo, 70.000, 80.000
X17-OHdJ9jg, 240.000, 250.000
X2oStBmAM9o, 40.000, 50.000
X3oA4X642Ms, 0.000, 10.000
X4eN59vceBI, 180.000, 190.000
X7HTQkyw9Es, 140.000, 150.000
X8_ALjDFxIU, 300.000, 310.000
XBSo8qzLql8, 100.000, 110.000
XJHFTfZ3608, 0.000, 10.000
XLZCZ-BVejg, 40.000, 50.000
XM-JmuoVC1s, 120.000, 130.000
XNJZYEdS_RA, 140.000, 150.000
XQ_f6SDGvQI, 90.000, 100.000
XREdR4ABAdw, 140.000, 150.000
XXNB4qkdL2M, 50.000, 60.000
XXqk8ttxZLI, 10.000, 20.000
XaGLIlm3Oeg, 380.000, 390.000
XkGJN01_6aM, 40.000, 50.000
XkLx1-volck, 320.000, 330.000
XkYgVHZQXeM, 190.000, 200.000
XvC9H0l5zBE, 200.000, 210.000
Y-oMHptZcMc, 190.000, 200.000
Y3Z_RLjs4lw, 200.000, 210.000
Y8VgFYa5KKA, 50.000, 60.000
YB4vPB0Z3VA, 180.000, 190.000
YDVMN0n1AW0, 520.000, 530.000
YEwTnog3laA, 20.000, 30.000
YF9_3oem818, 0.000, 10.000
YGjDyrSCtPI, 510.000, 520.000
YHOh3mNykRo, 30.000, 40.000
YIfp29xPuGw, 10.000, 20.000
YJ5lNqaXAp8, 110.000, 120.000
YL-o3Re7R64, 0.000, 10.000
YNmkH114jXs, 50.000, 60.000
YOwu_iR4f6s, 50.000, 60.000
YSdtSZ5Ema4, 210.000, 220.000
YSjjQrMo3O4, 40.000, 50.000
YUSrbjzzhpo, 60.000, 70.000
YX32r8DY8nI, 10.000, 20.000
Yc_D7eXPKug, 10.000, 20.000
YdOtOKsnNaw, 0.000, 10.000
YfCRbFCrWUY, 140.000, 150.000
YfncJ9wOZJU, 510.000, 520.000
Yg0PeUM0opI, 60.000, 70.000
Yl0pG_slMsU, 20.000, 30.000
YnX16u4oopI, 530.000, 540.000
YpzjeS4YjgQ, 10.000, 20.000
YqYEN7wYRmE, 40.000, 50.000
YqhH9Tpo5_8, 150.000, 160.000
Yt2qogRofnk, 30.000, 40.000
Yt_vHFhELuE, 30.000, 40.000
YvcEcjCQi48, 30.000, 40.000
Yw8Zbw6tV-U, 80.000, 90.000
YzQie-4l6Wg, 90.000, 100.000
Z-LtabKN1Yw, 0.000, 10.000
Z2s8zx551vw, 70.000, 80.000
ZA_PVH3twwM, 50.000, 60.000
ZBV4ZM5mcW8, 270.000, 280.000
ZIVFTrMleoE, 60.000, 70.000
ZIXiuz052Dk, 30.000, 40.000
ZJIkWJeTwxE, 20.000, 30.000
ZJVzyWQ-t48, 270.000, 280.000
ZQt5Oy7SGNc, 80.000, 90.000
ZVp1BbgQJ4o, 160.000, 170.000
ZXi-G9ZI2Ys, 0.000, 10.000
ZYO_XKKRsyk, 140.000, 150.000
ZcvBszhyED0, 10.000, 20.000
ZfnPtAZVEhs, 30.000, 40.000
Zh-o6v_m1bg, 80.000, 90.000
ZiN-8aY4p4A, 430.000, 440.000
ZkTOtdU_5EA, 20.000, 30.000
ZoZCKTxOvyA, 170.000, 180.000
Zqyf0UEtcZw, 110.000, 120.000
ZrzlSFdxk3Y, 40.000, 50.000
ZsMDALb7Rlk, 340.000, 350.000
ZuD3xQQzj8g, 30.000, 40.000
ZvyuAX419bI, 190.000, 200.000
Zw4LLtxx_LE, 320.000, 330.000
_6MQP6iYahk, 120.000, 130.000
_FgMAIrF86U, 150.000, 160.000
_LFvnDCilV4, 30.000, 40.000
_LLe5s1fjs0, 10.000, 20.000
_Qqu5pVQFCQ, 200.000, 210.000
_RruZieF5OE, 150.000, 160.000
_UJ_hw_WDGk, 50.000, 60.000
_VPwYu-fqHc, 120.000, 130.000
_W3jvFVzJiw, 50.000, 60.000
_Xx4xqpcCL4, 70.000, 80.000
_ZJfq8xMQ_w, 130.000, 140.000
_aJpcSQWeCw, 320.000, 330.000
_bvDXbDFGO0, 60.000, 70.000
_bwDW0v6XG4, 280.000, 290.000
_hvcV8gmM_o, 30.000, 40.000
_oDTEjyE75U, 40.000, 50.000
_pOl_t4f-lQ, 140.000, 150.000
_ufAneHAXjo, 60.000, 70.000
_zYipZ6WA-c, 150.000, 160.000
a-W_gKh4lvQ, 50.000, 60.000
a446EKu5R80, 10.000, 20.000
a6jXphwGu0M, 10.000, 20.000
a7-3NEbFmeI, 110.000, 120.000
a7s4hXQ_eQA, 110.000, 120.000
a99O5xKFMDw, 90.000, 100.000
aBAlRBNBMEE, 150.000, 160.000
aCa6eugZy0w, 300.000, 310.000
aFtNcvXq7aM, 60.000, 70.000
aG_-fLZv1F4, 360.000, 370.000
aJrbvdeuRw4, 550.000, 560.000
aK5EToF1Ob8, 80.000, 90.000
aLiJa_Eevoo, 210.000, 220.000
aMzFTjK0pFQ, 90.000, 100.000
aUJZ7tcC-Eg, 60.000, 70.000
aVkTSaGniOU, 6.000, 16.000
aWweR0vbv4E, 10.000, 20.000
ab_y2gfKR2g, 30.000, 40.000
adsXomyAeEk, 40.000, 50.000
ae77rEvgfB8, 100.000, 110.000
af1baVn7xKI, 0.000, 10.000
afFwwX0AJk0, 370.000, 380.000
ah3AUiRE5eA, 50.000, 60.000
alv_Z7aa2QU, 370.000, 380.000
an3f3lM0zrk, 30.000, 40.000
aq2juGj1aBk, 100.000, 110.000
ateZFhw2P00, 250.000, 260.000
awUZSNOlP9o, 180.000, 190.000
ax3D_JVKf6k, 50.000, 60.000
b2-Kg3Xecq4, 10.000, 20.000
b6AOeqBtwgI, 140.000, 150.000
b8V5qYDf6Nw, 0.000, 10.000
b9WS-4OmvIM, 30.000, 40.000
bCs4WThiPZA, 40.000, 50.000
bEWyk7ce8iU, 10.000, 20.000
bFYtDnEu_WM, 230.000, 240.000
bFcG7D6zmTA, 100.000, 110.000
bFjE_s6B3M8, 20.000, 30.000
bKsv9zDJEhI, 370.000, 380.000
bLoPYZnyDls, 440.000, 450.000
bM0hl0SPESI, 0.000, 10.000
bREeoq1fKvE, 80.000, 90.000
bSAP5HMqWvk, 180.000, 190.000
bWrBZryS5NY, 290.000, 300.000
bXSBynF2G3o, 50.000, 60.000
b_sb9GPkXag, 70.000, 80.000
ban3U1QHdqY, 10.000, 20.000
bapca1IuN6I, 80.000, 90.000
bhUCty5L9VY, 210.000, 220.000
blaTIx05o7U, 0.000, 7.000
bnQ5GwUzIQw, 40.000, 50.000
bne5V9QMHhU, 410.000, 420.000
bp86POFMG3U, 80.000, 90.000
bpr9ydMTwGs, 30.000, 40.000
bq57BVRkh_k, 70.000, 80.000
bqn2rqZcNhs, 20.000, 30.000
buDAD_rD3k4, 220.000, 230.000
busjTZBJ7QI, 100.000, 110.000
bwx9R3cgaQs, 50.000, 60.000
c-bz418bUks, 10.000, 20.000
c1XjE_ijhd0, 80.000, 90.000
c23XTbERjto, 200.000, 210.000
c3AF32jDwH8, 120.000, 130.000
cA5edW-PLUo, 20.000, 30.000
cAt69uiir-Q, 190.000, 200.000
cCiRNhlg9C4, 390.000, 400.000
cCjyRGKd6Fg, 160.000, 170.000
cGzS4ReN5Fk, 50.000, 60.000
cJyiiH7JA7c, 170.000, 180.000
cLsAYVtNyms, 50.000, 60.000
cMHu8J982xM, 70.000, 80.000
cP-OvBQ5RmA, 30.000, 40.000
cRkhMBn2ELM, 20.000, 30.000
cRsncbbY0NU, 30.000, 40.000
cT-wn0k0dys, 30.000, 40.000
cU3t5tYWslQ, 130.000, 140.000
cUSFE3QxWm8, 80.000, 90.000
c_8V9SW2qOs, 10.000, 20.000
cbfLTQj2xpQ, 0.000, 10.000
ceDWaTMWR1g, 50.000, 60.000
cgHbr5hivcw, 60.000, 70.000
chC-9kguWFA, 0.000, 10.000
ciOZtTupVNk, 90.000, 100.000
ckF4s_SZ9yQ, 0.000, 10.000
ckT_4LsyCvU, 110.000, 120.000
clnyKJd7K18, 10.000, 20.000
cn0Lfo0RuIs, 60.000, 70.000
crMPYATB5kQ, 160.000, 170.000
crzEUA2QYh8, 80.000, 90.000
cs79Bludopc, 260.000, 270.000
cuqtw0FspLo, 30.000, 40.000
cv_KMgBFnXs, 0.000, 7.000
cvw7UDGRLeo, 0.000, 10.000
cw844ivV0CA, 80.000, 90.000
cy06dbHk5Rg, 30.000, 40.000
d1gI8yIS334, 30.000, 40.000
d26HeGr9lyA, 60.000, 70.000
d5K_CRFF6QY, 30.000, 40.000
d7XAa66iR2Y, 240.000, 250.000
dBAwPvsmQOA, 80.000, 90.000
dCDORKRN_aI, 180.000, 190.000
dE2ycs_rYCw, 500.000, 510.000
dEXKTosbg8E, 0.000, 10.000
dGay-YbbjiM, 290.000, 300.000
dGrGnzhQct0, 180.000, 190.000
dNZFq_4hYTI, 80.000, 90.000
dPcCE9cndYU, 50.000, 60.000
dT8EiM59hmA, 10.000, 20.000
dVdqCTNHmXc, 100.000, 110.000
dXIvX2YQqeE, 0.000, 10.000
dYk4yglnJAo, 170.000, 180.000
da0keBWk8Ho, 270.000, 280.000
dcESRZkDbPQ, 30.000, 40.000
dfhZIScgNFQ, 30.000, 40.000
dfjn6Vacxhg, 170.000, 180.000
dfxYejzppW8, 40.000, 50.000
dgG1JohR36I, 28.000, 38.000
dgMo5b586E0, 10.000, 20.000
doyEkyhXs88, 10.000, 20.000
dszSv0BdSrM, 10.000, 20.000
du6a2k-GU_8, 40.000, 50.000
duAVtPbzqxc, 230.000, 240.000
duV0eIEM1y4, 30.000, 40.000
dv6qCGol278, 20.000, 30.000
dx2J3jAQQh4, 550.000, 560.000
dzxX_vLrOro, 0.000, 10.000
e7VR1kPClcA, 100.000, 110.000
eDJofKCmH-s, 20.000, 30.000
eMc70AWBB0Y, 40.000, 50.000
eOBbi_dx4vo, 10.000, 20.000
eRboAmIf2Ek, 30.000, 40.000
eWOcYSKaCsg, 210.000, 220.000
e_5x309zT0k, 30.000, 40.000
eb003ytcAYA, 210.000, 220.000
edZdqE0CLS8, 140.000, 150.000
edzQilGMseY, 13.000, 23.000
ehDC-F5w6Ac, 80.000, 90.000
emdgZcYm7lE, 20.000, 30.000
enb_S2kX5oQ, 130.000, 140.000
eoJrdqSNeYs, 50.000, 60.000
epfr3qcfA_4, 90.000, 100.000
eqr6mRwHbrs, 290.000, 300.000
erUCX-QsTlE, 30.000, 40.000
erX5fkm_Oos, 170.000, 180.000
esBuds1ITuA, 430.000, 440.000
ev4gyQeBbLQ, 10.000, 20.000
evu6jRYKtRA, 10.000, 20.000
ey3jRuOuzMc, 40.000, 50.000
ezTD9y2wDXA, 550.000, 560.000
ezzd5hWKAJc, 20.000, 30.000
f-2NjwRjVCw, 120.000, 130.000
f03jUgdJKfw, 10.000, 20.000
f0wL_7DAJHY, 100.000, 110.000
f1LTJAnPr58, 70.000, 80.000
f3H_F2RzxVk, 20.000, 30.000
f4JTUnrh9ss, 130.000, 140.000
f5mtzt-ZL7I, 350.000, 360.000
f8EAURIbmto, 0.000, 10.000
fGy_xNzFVAg, 100.000, 110.000
fIpbu3uF12o, 140.000, 150.000
fLvvN3dhJWo, 0.000, 10.000
fRF08v5hUuc, 20.000, 30.000
fYRN_kMtURQ, 270.000, 280.000
fZYUTF1-3fQ, 30.000, 40.000
f_qjP-L1qXI, 10.000, 20.000
faAkUAKAK0E, 0.000, 10.000
fayXAh50KFc, 310.000, 320.000
fbEFZ0Pyh2k, 130.000, 140.000
fcFEMkkkotk, 30.000, 40.000
fcFpf2XXKbM, 200.000, 210.000
ffT9JmPVkGI, 170.000, 180.000
ffu2H6QloO8, 0.000, 10.000
fkLFPP-U82E, 520.000, 530.000
fkSlwbHNxYo, 30.000, 40.000
fpt0F8SCovg, 90.000, 100.000
fqFSZoU5Tq0, 30.000, 40.000
fvDMHJofV1Q, 80.000, 90.000
g-Tbj3xV5cQ, 90.000, 100.000
g73_9AaEdz0, 110.000, 120.000
g9Pp9qZ3GIc, 330.000, 340.000
gBQj0-Ip5hU, 80.000, 90.000
gFz5986nPpw, 190.000, 200.000
gKPe1JfNFv4, 510.000, 520.000
gMGlJWRJxhc, 180.000, 190.000
gULnIh1FhhI, 170.000, 180.000
gYL-Cu0M8-Q, 200.000, 210.000
gZG1PMlyEkg, 130.000, 140.000
g_SRrPcqp3Y, 120.000, 130.000
g_jomcJ4yCU, 60.000, 70.000
g_zBk4p6cFs, 230.000, 240.000
gaXBqu89HZY, 70.000, 80.000
gbm26XG-sng, 0.000, 10.000
gciM4Mia1Bk, 250.000, 260.000
gfeH6OoWOlQ, 130.000, 140.000
gjA7tue1-aM, 40.000, 50.000
gn91aAfdVX8, 10.000, 20.000
goyKL8tHOSs, 30.000, 40.000
gry6N9t41yE, 150.000, 160.000
gs27SLq-BG4, 280.000, 290.000
gxupw1GpMWo, 80.000, 90.000
gy55Ml1X_kU, 30.000, 40.000
gzKAsZNBpmw, 580.000, 590.000
h-lvGfPbi_A, 350.000, 360.000
h-wUTDMRlQ0, 250.000, 260.000
h1GeaRRd1Zs, 310.000, 320.000
h1bFLyel_Mw, 100.000, 110.000
h1q9OALd7K0, 540.000, 550.000
h5CN_uzb2X0, 40.000, 50.000
h6sVgWc9y-I, 320.000, 330.000
h71dB9Qo7U0, 20.000, 30.000
h9tZKld3ExI, 120.000, 130.000
hAm_EZO4xU8, 260.000, 270.000
hB0h1gEZTEI, 240.000, 250.000
hFMGMvF2WpI, 150.000, 160.000
hFpBrtp_0S8, 30.000, 40.000
hG_pccZVKys, 150.000, 160.000
hH2OMKEvO-s, 10.000, 20.000
hLVXXrelgJ8, 110.000, 120.000
hNM8stQ6tM4, 260.000, 270.000
hTltmXiFw_c, 80.000, 90.000
hU5vJV6-MKI, 80.000, 90.000
hUtqYYy5h2c, 10.000, 20.000
hW5gtf6DYek, 60.000, 70.000
hWbcPJCYcmk, 40.000, 50.000
hcAUpwtFMrs, 130.000, 140.000
hcOACmq8DxE, 50.000, 60.000
hdRFs8LgFtA, 280.000, 290.000
hebxceyrcC0, 110.000, 120.000
hiGaUiUtgqo, 50.000, 60.000
hjjlHKJu0Cw, 170.000, 180.000
hkd6_120zcE, 0.000, 10.000
hl7eHItq9Zw, 50.000, 60.000
hlMDHf1eF2o, 40.000, 50.000
hlNUsPJu63o, 0.000, 10.000
hmMq1usIZAA, 60.000, 70.000
hpGfbr1gja8, 350.000, 360.000
hpRO7HAptLU, 450.000, 460.000
hrJQwIvjhpc, 16.000, 26.000
hvIxXtE1b6k, 90.000, 100.000
hxD3UZtyH-w, 50.000, 60.000
i1fRiho3gzc, 30.000, 40.000
i3LeJsOlUls, 280.000, 290.000
i5xwPDOoQ88, 10.000, 20.000
iAFVE7A8H4E, 0.000, 10.000
iAuoN5Cwl20, 30.000, 40.000
iBYwf7KQG1M, 30.000, 40.000
iCByf-K-VOw, 50.000, 60.000
iCTWz5H9tK0, 90.000, 100.000
iEniY9tb8jg, 110.000, 120.000
iH9meKHtP6M, 30.000, 40.000
iO8bYvXFpow, 40.000, 50.000
iP6v6Kovr8s, 70.000, 80.000
iQDjWESY9Gc, 50.000, 60.000
iV-OdgWAu4s, 230.000, 240.000
iWWHHDHqtpE, 60.000, 70.000
i_Q5t1mPe5o, 190.000, 200.000
icJ6tsRjavA, 110.000, 120.000
ig8YryOiKFI, 30.000, 40.000
igLg2QlMkHg, 240.000, 250.000
ikG8XGcwLCU, 20.000, 30.000
ipCLEfNzu1Y, 50.000, 60.000
iqLpVu8xxNE, 10.000, 20.000
irPZ_aiaYbs, 50.000, 60.000
it2uRpC-gQM, 30.000, 40.000
j3ZQERCjas8, 40.000, 50.000
j44l1fjp6lw, 50.000, 60.000
j8iJQ-kqWoo, 160.000, 170.000
j9onbp5hw6g, 90.000, 100.000
jB1oFBSD9mg, 10.000, 20.000
jB5aPZdy7S0, 70.000, 80.000
jGrJTPM0jt0, 370.000, 380.000
jI9HQDKdVfo, 260.000, 270.000
jIq2DdGwnGE, 300.000, 310.000
jOKUHLDpjSA, 360.000, 370.000
jPV1bL2osL4, 160.000, 170.000
jQXFrpxHTRU, 40.000, 50.000
jQv6RBK08D0, 40.000, 50.000
jRmz0cCQ6kY, 20.000, 30.000
jSyg10p7n28, 200.000, 210.000
jV8-FE_bfM4, 320.000, 330.000
jYGCycAC9KE, 410.000, 420.000
jYPrh5YGzGI, 60.000, 70.000
jcG_Q3W8Nj4, 30.000, 40.000
jeYUjB5cmjQ, 50.000, 60.000
jjEFJn35epg, 150.000, 160.000
jkkEMER0MKM, 120.000, 130.000
jlu131iL7Mc, 570.000, 580.000
jytYFsRuwWc, 210.000, 220.000
k0MLLUGyz7A, 50.000, 60.000
k3M4heKGcKs, 200.000, 210.000
kA5l3TAXF6A, 130.000, 140.000
kBtr5OFsjLw, 100.000, 110.000
kFNlFDzxSzM, 30.000, 40.000
kNivGogV4GA, 10.000, 20.000
kRrtUBsoM44, 40.000, 50.000
kW4mEPAC5Vo, 220.000, 230.000
kWGRmcQ2VPU, 250.000, 260.000
kYEjY0FvQck, 110.000, 120.000
kgj-j6_Blpc, 50.000, 60.000
ki0bfqDGjCY, 400.000, 410.000
kiKW1ZahGPc, 190.000, 200.000
kjK3hXCVkwc, 440.000, 450.000
kkcQdWMbJsQ, 10.000, 20.000
klnX2b8GhrY, 590.000, 600.000
km5LJuMWc7Y, 420.000, 430.000
kmKKEkOUiZs, 40.000, 50.000
kuCbL8sY9WY, 10.000, 20.000
kuGiwCLu5UQ, 40.000, 50.000
kvRj7jTlUd8, 30.000, 40.000
kxTdhCkX2iw, 10.000, 20.000
kyZLF5UGEx8, 50.000, 60.000
l1hw48VCq5Y, 30.000, 40.000
l3edwVbaaDY, 580.000, 590.000
l6ydpL4Qmy0, 70.000, 80.000
l7fLsLlHbAA, 220.000, 230.000
